ID	adj.P.Val	P.Value	logFC	Gene.symbol
212229_s_at	0.971	0.80471194	0.08047566	FBXO21
218975_at	0.971	0.80473182	0.03851667	COL5A3
235431_s_at	0.971	0.80473271	-0.02482799	PELI3
201635_s_at	0.971	0.80473625	-0.06430365	FXR1
1554550_at	0.971	0.80475728	-0.0149579	CFAP97
234436_x_at	0.971	0.80476007	-0.01722529	OBP2A
1564536_at	0.971	0.80476041	0.01959705	ASB10
202999_s_at	0.971	0.80476426	-0.01996232	LOXL2
233274_at	0.971	0.80476753	-0.03637068	
240267_at	0.971	0.80478615	-0.01726735	
215848_at	0.971	0.80479762	0.04350972	SCAPER
223861_at	0.971	0.80483053	0.01237082	HORMAD1
241548_at	0.971	0.80484376	-0.01766115	
217532_x_at	0.971	0.8048469	0.01571201	
240772_at	0.971	0.80488255	0.03378554	
1569064_at	0.971	0.80488798	0.0141833	C15orf62
204930_s_at	0.971	0.80492572	0.0241321	BNIP1
230895_at	0.971	0.80493643	-0.01370811	HAPLN1
235381_at	0.971	0.80494402	0.03213863	RSF1
211585_at	0.971	0.80495623	0.01766446	NPAT
233258_at	0.971	0.80495652	-0.01770582	
37232_at	0.971	0.80496148	0.02552082	KIAA0586
214452_at	0.971	0.80498623	-0.02047265	BCAT1
222085_at	0.971	0.80499968	0.02180123	FAM174B
204780_s_at	0.971	0.80500065	0.06212249	FAS
243528_at	0.971	0.80502818	0.01544821	
233329_s_at	0.971	0.80505105	-0.05720913	KRCC1
224129_s_at	0.971	0.80507413	-0.01837327	DPY30
204672_s_at	0.971	0.80512711	-0.03908691	ANKRD6
239868_at	0.971	0.80515337	-0.02031944	
236880_at	0.971	0.8051578	-0.01984251	RAD52
1558803_at	0.971	0.80516561	-0.02462707	LOC105371401
242477_at	0.971	0.80518206	0.02586579	TTC39B
207398_at	0.971	0.80520963	-0.02716465	HOXD13
243112_at	0.971	0.80523282	0.0153484	
210412_at	0.971	0.80534721	-0.01917409	GRIN2B
237251_at	0.971	0.80535235	-0.02425889	LRRC71
204397_at	0.971	0.8053707	-0.02719581	EML2
203844_at	0.971	0.80540637	-0.01325435	VHL
241798_at	0.971	0.80544416	-0.06413435	
201102_s_at	0.971	0.80545463	0.02615579	PFKL
230054_at	0.971	0.80549466	0.02158353	LOC100507547///PRRT1
237649_at	0.971	0.80550367	0.01448669	COPS4
207378_at	0.971	0.80551147	0.04186238	TREH
227994_x_at	0.971	0.80555329	-0.02925179	PPDPF
239235_at	0.971	0.80556266	-0.01638051	
227434_at	0.971	0.80557337	0.0274409	WBSCR17
224228_s_at	0.971	0.80557486	-0.021699	PRDM7
237870_at	0.971	0.80557565	-0.02434213	NQO2
217629_at	0.971	0.80558364	0.02445618	
239971_at	0.971	0.80559296	-0.01482446	
220266_s_at	0.971	0.80560692	-0.0726724	KLF4
226987_at	0.971	0.80561722	-0.03037974	RBM15B
1561305_at	0.971	0.80563602	-0.02062992	LOC101927849
228306_at	0.971	0.80564136	-0.0325961	CNIH4
205014_at	0.971	0.8056429	0.01772437	FGFBP1
1553901_x_at	0.971	0.80565447	-0.01913344	ZNF486
207174_at	0.971	0.80569909	0.01409335	GPC5
241446_at	0.971	0.80574457	-0.0154428	ADAM28
226279_at	0.971	0.80575333	0.07313102	PRSS23
1557575_at	0.971	0.80576765	-0.05498586	STBD1
1555925_at	0.971	0.80580271	-0.01410749	
1566433_at	0.971	0.80580414	0.0151314	PLD4
232599_at	0.971	0.80581651	0.01861199	EXOC6
57163_at	0.971	0.80582108	-0.0321733	MIR6734///ELOVL1
216302_at	0.971	0.8058362	0.01797066	HNRNPCL4///HNRNPCL3///HNRNPCL2///HNRNPCL1
244649_at	0.971	0.80584223	-0.02033509	LOC646484
237566_at	0.971	0.80586477	-0.01425855	
240600_at	0.971	0.80590072	-0.05424584	
227359_at	0.971	0.80591118	-0.02084062	OSCP1
215515_at	0.971	0.80591347	-0.02547159	
241652_x_at	0.971	0.80591813	0.01811046	LIN7A
209859_at	0.971	0.80591943	0.03557259	TRIM9
1558428_at	0.971	0.80595465	0.01550469	ALS2CR11
214996_at	0.971	0.80600362	-0.02646349	
243232_at	0.971	0.80603226	-0.02237083	
1556216_s_at	0.971	0.80605893	-0.01411287	
228635_at	0.971	0.80606055	0.01699101	PCDH10
1568748_at	0.971	0.80606446	0.01925011	
224865_at	0.971	0.80607162	0.03091424	FAR1
233623_at	0.971	0.80608679	0.02282377	
217255_at	0.971	0.80617582	-0.02275741	
214536_at	0.971	0.80618023	-0.02441365	SLURP1
225807_at	0.971	0.80618841	-0.07442102	AJUBA
203818_s_at	0.971	0.80621184	-0.02959058	SF3A3
221262_s_at	0.971	0.80622682	-0.0259778	SLC2A11
235485_at	0.971	0.8062274	-0.02425413	WDR44
1558687_a_at	0.971	0.80624738	-0.01424835	FOXN1
232171_x_at	0.971	0.80628086	0.02372999	KLHDC4
217464_at	0.971	0.80629371	-0.0315913	
233959_at	0.971	0.80634797	-0.02600275	ADCY10P1
1564130_x_at	0.971	0.80635507	-0.0174176	
1562392_at	0.971	0.80640032	0.01972663	MRPL23
212564_at	0.971	0.80640779	-0.02022599	KCTD2
234673_at	0.971	0.80640945	-0.01358838	HHLA2
1562737_at	0.971	0.80641488	-0.01409766	
233374_at	0.971	0.80641509	0.01855522	
206543_at	0.971	0.80648184	0.01801022	SMARCA2
1569098_s_at	0.971	0.80657696	-0.01724972	TP53BP1
1560751_at	0.971	0.80658835	0.01446353	AQP4-AS1
201887_at	0.971	0.80660565	-0.03826881	IL13RA1
210709_at	0.971	0.80663098	0.01594483	ZC3H15
233140_s_at	0.971	0.80666894	-0.03627352	VIPAS39
239686_at	0.971	0.80667891	-0.01819791	
236680_at	0.971	0.80670636	0.01607919	
230899_at	0.971	0.80670961	-0.01794373	SETD4
1562082_at	0.971	0.80676844	-0.01566325	
220145_at	0.971	0.80676878	0.01497673	MAP9
203772_at	0.971	0.8067771	0.0171839	BLVRA
203098_at	0.971	0.80677832	0.02163516	CDYL
1556818_at	0.971	0.80683492	-0.02468827	
212043_at	0.971	0.806839	-0.02842293	TGOLN2
1554957_at	0.971	0.80685013	-0.01836536	LOC101928921
227246_at	0.971	0.80685505	-0.02975621	PLRG1
205439_at	0.971	0.80686487	0.07081611	GSTT2
204636_at	0.971	0.80690562	-0.02904351	COL17A1
218716_x_at	0.971	0.80695198	0.03833046	MTO1
232178_at	0.971	0.80697486	0.02215333	ZNF503
205442_at	0.971	0.80697606	-0.04693758	MFAP3L
221625_at	0.971	0.80698082	-0.01812478	ZNF506
244230_at	0.971	0.80701385	-0.01747276	
207817_at	0.971	0.80703872	-0.01516583	IFNW1
230878_s_at	0.971	0.80703913	0.02021216	COG1
206284_x_at	0.971	0.80706084	-0.04790648	CLTB
228182_at	0.971	0.80706312	-0.02654775	ADCY5
237537_at	0.971	0.80710101	0.01232631	LINC01360
1561532_at	0.971	0.80713663	0.01979841	DACT3-AS1
32625_at	0.971	0.80715231	-0.02321116	NPR1
231172_at	0.971	0.80718444	-0.02372185	CFAP157
227578_at	0.971	0.80719783	-0.01741149	TMPO-AS1
227131_at	0.971	0.80721114	0.03314139	MAP3K3
221787_at	0.971	0.80723741	-0.03830224	C6orf120
241599_at	0.971	0.80724752	-0.02230153	LSM11
206480_at	0.971	0.80725698	-0.02757203	LTC4S
241640_at	0.971	0.80726631	0.0294127	BCAP29
238982_at	0.971	0.80727103	-0.01739958	DENR
218980_at	0.971	0.80732078	0.02556095	FHOD3
225291_at	0.971	0.80734069	0.04260646	PNPT1
206983_at	0.971	0.80739753	-0.01587451	CCR6
216385_at	0.971	0.80739828	0.02150365	LOC220077
207179_at	0.971	0.80742547	-0.01851324	TLX1
204332_s_at	0.971	0.80742558	0.03349935	AGA
205306_x_at	0.971	0.80745505	0.04518783	KMO
237837_at	0.971	0.80746956	-0.01800741	
243365_s_at	0.971	0.8075569	0.0408761	AUTS2
243878_at	0.971	0.80756607	-0.01213324	
238401_at	0.971	0.80757566	0.02651971	ENDOV
240257_at	0.971	0.80760042	0.02116112	SYNJ2
1564706_s_at	0.971	0.8076064	0.08949414	GLS2
211570_s_at	0.971	0.80761	-0.01680663	RAPSN
1561741_at	0.971	0.80763921	-0.01527584	LOC101929224
220670_at	0.971	0.80768	0.01387899	
213410_at	0.971	0.80768262	-0.03949389	EDRF1
214789_x_at	0.971	0.80770268	-0.02275438	SRSF8
243916_x_at	0.971	0.80770383	0.06048305	UBLCP1
214588_s_at	0.971	0.80772322	0.02453819	MFAP3
1563941_at	0.972	0.80781177	-0.01409754	
213042_s_at	0.972	0.80785028	0.02501896	ATP2A3
222605_at	0.972	0.80786009	0.04652758	RCOR3
231361_at	0.972	0.8078633	0.01271594	NLGN1
211639_x_at	0.972	0.80786896	0.04240714	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
1566666_at	0.972	0.80788063	0.01350813	
207748_at	0.972	0.80788438	-0.01719745	
209580_s_at	0.972	0.80793265	-0.06448345	MBD4
219227_at	0.972	0.80795037	0.02164038	CCNJL
1558557_at	0.972	0.80796733	-0.01303473	C16orf62
209626_s_at	0.972	0.80801551	-0.02374934	OSBPL3
1562850_at	0.972	0.8080191	-0.02383613	LOC101928283
1557915_s_at	0.972	0.80803774	-0.03840282	GSTO1
1570531_at	0.972	0.80805493	0.01969551	
201390_s_at	0.972	0.8080631	-0.04718355	CSNK2B
218356_at	0.972	0.80806512	0.03296698	MRM2
236697_at	0.972	0.80808327	-0.01724783	
1554969_x_at	0.972	0.80810772	-0.01657676	DIP2A
241581_at	0.972	0.80812638	0.02035857	
228455_at	0.972	0.80812828	-0.03485393	RBM15
244059_at	0.972	0.80813483	0.01651771	
242722_at	0.972	0.8081537	0.06336628	LMO7
201846_s_at	0.972	0.80816427	0.06607976	RYBP
231238_at	0.972	0.80817624	0.02447428	
227000_at	0.972	0.80822241	-0.02198933	MTURN
208020_s_at	0.972	0.80823195	-0.02007762	CACNA1C
1557513_a_at	0.972	0.80823429	-0.01261034	
230366_at	0.972	0.80828379	-0.01636706	LINC01431
209998_at	0.972	0.80828812	-0.03750717	PIGO
213585_s_at	0.972	0.80828858	0.02315227	PDCD2
240301_at	0.972	0.80839453	-0.02107367	DPPA2
1563822_at	0.972	0.80845578	0.01383971	LOC100131763
1568870_at	0.972	0.80845682	0.01988843	SLC24A4
213245_at	0.972	0.80847145	-0.08005415	ADCY1
206513_at	0.972	0.80849979	-0.02105205	AIM2
214558_at	0.972	0.80852125	0.02389939	GPR12
243831_at	0.972	0.80853293	-0.01542303	MAPK6
1552841_s_at	0.972	0.80855434	-0.01911584	BCL2L14
237510_at	0.972	0.80856521	0.01904012	MYNN
1557627_at	0.972	0.80859637	-0.01387607	LOC283745
238162_at	0.972	0.80865444	0.0178636	
214829_at	0.972	0.80867288	0.08367948	AASS
213357_at	0.972	0.8086758	0.01987933	GTF2H5
230737_s_at	0.972	0.80868273	-0.01688194	SVIL-AS1///PTCHD3P1
236308_at	0.972	0.80870538	-0.0149254	VSTM2A
210947_s_at	0.972	0.80871209	0.03728178	MSH3
203350_at	0.972	0.80871306	0.03670598	AP1G1
212605_s_at	0.972	0.80875398	0.04944327	NUDT3
229260_at	0.972	0.8087962	0.02940742	C5orf15
214297_at	0.972	0.8087981	0.01837846	CSPG4
218721_s_at	0.972	0.80881985	0.044187	C1orf27
234336_s_at	0.972	0.80882578	-0.01996736	TTLL9
222069_s_at	0.972	0.80888288	-0.01916829	RIN3
236972_at	0.972	0.8088888	-0.02120551	TRIM63
206980_s_at	0.972	0.80894768	-0.02879723	FLT3LG
203917_at	0.972	0.80895391	0.05058419	CXADR
216795_at	0.972	0.80896384	0.01486335	
231548_at	0.972	0.80898349	-0.02236368	FOXO3
226355_at	0.972	0.80900787	-0.04089766	POC1A
218371_s_at	0.972	0.80900878	-0.02668613	PSPC1
1555183_at	0.972	0.80904698	0.01520836	TERF2
207770_x_at	0.972	0.80904996	0.01966362	CSH2///CSH1
1570082_x_at	0.972	0.80907182	-0.02380712	HIPK1-AS1
220521_s_at	0.972	0.80911262	0.02111211	ATG16L1
244124_at	0.972	0.80912508	-0.02168695	
219441_s_at	0.972	0.8091367	0.02714635	LRRK1
203979_at	0.972	0.80916531	-0.04828977	CYP27A1
215264_at	0.972	0.80917757	-0.02105661	EMX1
202710_at	0.972	0.80917814	-0.027528	BET1
207427_at	0.972	0.80918382	-0.01783911	ACR
211231_x_at	0.972	0.80918772	0.05843858	CYP4A11
237528_at	0.972	0.80921745	-0.01386113	
208369_s_at	0.972	0.80925522	-0.06778427	GCDH
232529_at	0.972	0.8092699	-0.03354089	SP3
219228_at	0.972	0.80940779	-0.07904243	ZNF331
228134_at	0.972	0.80940822	0.02018227	MYH11
232285_at	0.972	0.80943227	-0.01480395	
243964_at	0.972	0.80944473	0.01785556	
201174_s_at	0.972	0.80945173	-0.02762477	TERF2IP
233376_at	0.972	0.80946194	0.02118858	
1552977_a_at	0.972	0.80946616	-0.06903185	CNPY3
215308_at	0.972	0.80948528	-0.018076	XRCC6
1556813_at	0.972	0.80951754	0.01761154	
206997_s_at	0.972	0.80952219	-0.02347632	HS6ST1
226269_at	0.972	0.80954114	-0.02217253	GDAP1
1561400_at	0.972	0.80955034	0.02094713	LINC01180
226402_at	0.972	0.80955217	-0.02465756	CYP2U1
202106_at	0.972	0.8095553	0.03437464	GOLGA3
206320_s_at	0.972	0.80959322	-0.01805796	SMAD9
1564359_a_at	0.972	0.80959614	-0.01297728	CCDC144NL-AS1
1561939_at	0.972	0.80959851	-0.01314646	DYNC2H1
209100_at	0.972	0.80961248	0.03763487	IFRD2
AFFX-r2-Bs-dap-3_at	0.972	0.80961312	0.0117329	
202769_at	0.972	0.80962923	0.05384757	CCNG2
211811_s_at	0.972	0.80966164	-0.01775395	PCDHA5///PCDHA6
205463_s_at	0.972	0.80967968	-0.05378414	PDGFA
202309_at	0.972	0.80972287	0.02161094	MTHFD1
1560255_at	0.972	0.80972954	-0.01692106	CELF2-AS1
226563_at	0.972	0.80981876	0.02911796	SMAD2
240280_at	0.972	0.80987096	0.02546161	UFSP1
241633_x_at	0.972	0.80987354	-0.0245976	
232664_at	0.972	0.81000315	-0.02166403	LINC00954
234366_x_at	0.972	0.81002573	0.03670807	IGLJ3///CKAP2///IGLV@///IGLC1
232807_at	0.972	0.81002991	0.01756057	FAM131A
200083_at	0.972	0.8101023	0.03087042	USP22
1555420_a_at	0.972	0.81011438	0.04873107	KLF7
243786_at	0.972	0.81012895	0.01635932	ZDHHC20
244092_at	0.972	0.810163	-0.01918314	ZRANB3
203510_at	0.972	0.81016891	-0.04441131	MET
1561500_at	0.972	0.81017185	0.02771039	CTU2
1565578_at	0.972	0.81017628	0.01750118	
204798_at	0.972	0.81018978	-0.01782408	MYB
218299_at	0.972	0.8102079	-0.03378266	C11orf24
219197_s_at	0.972	0.81020843	-0.01894066	SCUBE2
219549_s_at	0.972	0.8102246	-0.06646332	RTN3
215732_s_at	0.972	0.81023311	-0.02778767	LOC102725292///DTX2
225436_at	0.972	0.81023669	0.0323825	ABHD17C
231879_at	0.972	0.81024083	-0.01949878	COL12A1
201705_at	0.972	0.81024186	0.02572855	PSMD7
220257_x_at	0.972	0.8102482	0.01787682	NXF2B///NXF2
210770_s_at	0.972	0.81026454	0.01906532	LOC100507353///CACNA1A
241027_at	0.972	0.81027387	-0.0139756	OPA1
203863_at	0.972	0.81028886	0.02033355	ACTN2
208468_at	0.972	0.81032168	0.01823664	SOX21
234782_at	0.972	0.81035159	0.02510859	KLHL31
243573_at	0.972	0.8103604	-0.01732722	
210602_s_at	0.972	0.81036275	0.02136494	CDH6
226147_s_at	0.972	0.81037897	0.07215257	PIGR
237977_at	0.972	0.81042286	0.01732767	LOC100996349
203656_at	0.972	0.810434	-0.02610804	FIG4
1557195_at	0.972	0.81043581	-0.01895143	
227982_at	0.972	0.81054267	-0.0329521	SEPSECS
222620_s_at	0.972	0.8105525	-0.06125331	DNAJC1
1563223_a_at	0.972	0.81062599	-0.02098416	CENPI
218314_s_at	0.972	0.81064796	0.02459257	C11orf57
233482_at	0.972	0.81065823	0.01812496	C15orf59
1557389_at	0.972	0.810678	-0.01891522	SH3PXD2A-AS1
225894_at	0.972	0.81075323	-0.02725117	SYNPO2
215992_s_at	0.972	0.81075347	0.03105048	RAPGEF2
229024_at	0.972	0.81076261	-0.01928388	RNF150
236722_at	0.972	0.81077629	0.0287397	LOC100129380
205907_s_at	0.972	0.81080615	-0.02461001	OMD
1561668_at	0.972	0.81080716	-0.02386323	
235290_at	0.972	0.81083892	0.01574224	ZNF782
240607_at	0.972	0.81084573	-0.0279583	MIAT
209996_x_at	0.972	0.8108784	0.02767238	PCM1
211752_s_at	0.972	0.81089542	0.061632	NDUFS7
210051_at	0.972	0.81094031	-0.02790518	RAPGEF3
235346_at	0.972	0.81100447	-0.03543177	FUNDC1
239480_at	0.972	0.81102209	-0.01177856	
222997_s_at	0.972	0.81106002	-0.02121312	MRPS21
207388_s_at	0.972	0.81108119	-0.02243499	PTGES
1560916_a_at	0.972	0.81108987	0.04084016	DPY19L1
212772_s_at	0.972	0.81109546	0.02291886	ABCA2
1564733_at	0.972	0.81116511	-0.02548641	
231685_at	0.972	0.81117073	-0.03273789	
1561039_a_at	0.972	0.81117864	-0.01587472	ZNF81
216324_at	0.972	0.81118576	0.02336059	
220473_s_at	0.972	0.81119013	0.01628389	ZCCHC4
233624_at	0.972	0.81119142	-0.02590439	
214165_s_at	0.972	0.81126384	0.02042128	HS6ST1
211056_s_at	0.972	0.81130614	0.04243403	SRD5A1
1564499_at	0.972	0.81133752	-0.01342195	
212050_at	0.972	0.81134504	0.03938682	WIPF2
225573_at	0.972	0.81141246	0.0311779	NPHP3-ACAD11///ACAD11///NPHP3
219048_at	0.972	0.81141262	-0.04001287	PIGN
216260_at	0.972	0.81148442	-0.0218413	DICER1
234937_x_at	0.972	0.81149433	0.0173285	ZFP28
222385_x_at	0.972	0.81150741	-0.05955301	SEC61A1
217046_s_at	0.972	0.81151781	-0.02775932	AGER
201269_s_at	0.972	0.81152092	0.02043075	NUDCD3
1552330_at	0.972	0.81152428	0.03437134	CENPBD1
212668_at	0.972	0.81153722	0.01773065	SMURF1
1559275_x_at	0.972	0.81154457	0.01359018	ZNF732
1555185_x_at	0.972	0.81155124	0.01844125	TERF2
221133_s_at	0.972	0.8115606	0.02169989	CLDN18
207078_at	0.972	0.81157018	0.0299931	MED6
215995_x_at	0.972	0.81157204	-0.02214557	
233245_at	0.972	0.81159235	-0.01993067	UHRF1BP1
217063_x_at	0.972	0.81162638	0.01559779	YME1L1
237133_at	0.972	0.81165315	-0.03275543	
233895_at	0.972	0.81167231	-0.02104328	ANKRD24
37278_at	0.972	0.81168615	-0.02417063	TAZ
222129_at	0.972	0.81168877	0.0320664	FAM134A
208334_at	0.972	0.81168883	0.02024321	NDST4
212730_at	0.972	0.81172303	-0.03375503	SYNM
1553651_at	0.972	0.81173705	-0.01395479	C18orf54
222487_s_at	0.972	0.81175493	-0.03753041	RPS27L
236246_x_at	0.972	0.81176004	0.02273926	LOC653160
235092_at	0.972	0.81177257	-0.01410233	
239933_x_at	0.972	0.81177497	0.03075856	BBOF1
1566772_at	0.972	0.81179967	-0.01590691	
217434_at	0.972	0.81180348	0.02355694	MC2R
243455_at	0.972	0.81186034	0.04564878	
236715_x_at	0.972	0.81187051	-0.03195318	UACA
228545_at	0.972	0.81192572	0.06030631	ZNF148
235542_at	0.972	0.81193372	0.04022966	TET3
219108_x_at	0.972	0.8119433	-0.01848373	DDX27///SS18
239539_at	0.972	0.81194619	0.01677555	
213561_at	0.972	0.81198776	-0.01617799	MCM9
216720_at	0.972	0.81200029	-0.01795775	CYP2U1
1553407_at	0.972	0.81200186	0.03240935	MACF1
1554121_at	0.972	0.81203397	-0.01664755	HSD17B12
228916_at	0.972	0.81203447	-0.0255123	CWF19L2
242769_at	0.972	0.81203494	0.02814435	
226126_at	0.972	0.81203741	-0.03761414	TBCK
1555875_at	0.972	0.8120465	0.02049469	SRGAP1
211459_at	0.972	0.81206009	-0.01462313	
233771_at	0.972	0.81207126	-0.0239151	
204896_s_at	0.972	0.81207896	0.0285652	PTGER4
231317_at	0.972	0.81208293	0.02054778	TSNARE1
207765_s_at	0.972	0.81215534	-0.03556007	FAM214B
237011_at	0.972	0.81217426	0.01567693	LINC01128
216938_x_at	0.972	0.81219582	-0.01687051	DRD2
215035_at	0.972	0.81222656	-0.02051079	IGLV6-57
1569566_at	0.972	0.8122283	0.01837343	TBC1D1
214188_at	0.972	0.81223917	0.03820583	
242337_at	0.972	0.81230507	0.02966519	
218071_s_at	0.972	0.81231782	0.02639843	MKRN2
201950_x_at	0.972	0.81244843	0.03940468	CAPZB
209950_s_at	0.972	0.81247018	-0.01550851	VILL
236144_at	0.972	0.81249217	0.02320559	CPXM2
237337_at	0.972	0.81252036	-0.01782163	
243929_at	0.972	0.81252851	-0.09396461	
1556718_s_at	0.972	0.81253502	-0.02737679	MIR194-2
1555601_at	0.972	0.81254894	-0.01310472	
208888_s_at	0.972	0.8125518	0.02833902	NCOR2
200622_x_at	0.972	0.81257067	0.03711275	CALM3///CALM2///CALM1
240061_at	0.972	0.81257115	0.05732698	
229556_at	0.972	0.81259045	-0.02109719	LOC100288893
203667_at	0.972	0.81259145	0.02523041	TBCA
225194_at	0.972	0.81259898	0.02508473	PLRG1
1570542_a_at	0.972	0.81260756	-0.02298115	PMPCB
212292_at	0.972	0.81261823	0.02234168	SLC7A1
242794_at	0.972	0.81261872	0.0346013	MAML3
236339_at	0.972	0.8126444	0.01350559	PPM1L
240758_at	0.972	0.81264762	0.0172371	
233069_at	0.972	0.81267334	0.01833053	PPP4R1L
201814_at	0.972	0.81271306	-0.02350067	TBC1D5
221303_at	0.972	0.81271924	-0.01983717	PCDHB1
216128_at	0.972	0.81275911	-0.02137705	LOC101929597///TBCD
1556541_s_at	0.972	0.81279283	0.01568085	
210371_s_at	0.972	0.81281024	-0.04238048	RBBP4
1563247_at	0.972	0.81283657	-0.01647979	LOC101927526
231732_at	0.972	0.81289209	-0.02785367	SMPD3
222092_at	0.972	0.81289893	0.0192189	PTPN21
233872_x_at	0.972	0.81297093	-0.01559257	ARHGAP5
209982_s_at	0.972	0.81300554	-0.02376822	NRXN2
217236_x_at	0.972	0.81300895	-0.03473255	IGHV4-31///IGHM///IGHG4///IGHG3///IGHG1///IGHD///IGHA2///IGHA1///IGH
232034_at	0.972	0.81301127	-0.01525938	LINC00537
214650_x_at	0.972	0.81306675	-0.01986965	MOG
224842_at	0.972	0.81310506	0.04773227	LOC101060386///BOLA2///SMG1
211750_x_at	0.972	0.81314064	-0.05372024	TUBA1C
244304_at	0.972	0.81314427	0.02052086	DIS3L2
39548_at	0.972	0.81322499	-0.02878202	NPAS2
239495_at	0.972	0.81324171	-0.01688282	
231263_at	0.972	0.81325582	-0.02910607	ARMC12
211173_at	0.972	0.81326065	0.02244787	CCKAR
241668_s_at	0.972	0.81329715	0.02022208	LOC101928728
233777_at	0.972	0.81331433	-0.01884289	
1561720_at	0.972	0.81332067	0.01347277	RECQL5
209699_x_at	0.972	0.81333313	0.03882522	LOC101930400///AKR1C2
228007_at	0.972	0.81333349	-0.04086251	CEP85L
224343_x_at	0.972	0.81340094	-0.01906593	YME1L1
244461_at	0.972	0.8134169	0.01332059	SPECC1
241085_at	0.972	0.81344375	-0.02390856	GPR135
230478_at	0.972	0.81346449	0.04883804	OIT3
207633_s_at	0.972	0.81348522	-0.02199047	MUSK
207949_s_at	0.972	0.8134894	-0.0377242	ICA1
239490_at	0.972	0.81349045	-0.02117775	COA1
241331_at	0.972	0.81354248	-0.01666777	SKAP2
217099_s_at	0.972	0.81357741	-0.0371652	GEMIN4
223953_s_at	0.972	0.81358476	-0.01575563	ZBTB37
1569656_at	0.972	0.81360847	-0.01562337	
234486_at	0.972	0.81361707	-0.03338855	OR51B2
208799_at	0.972	0.81362354	-0.0249159	PSMB5
201309_x_at	0.972	0.81363508	0.05401747	NREP
236232_at	0.972	0.81363737	-0.03360623	LOC101928762
242181_at	0.972	0.81364131	0.03117283	
201077_s_at	0.972	0.81364182	-0.02908273	SNU13///ANXA2
215703_at	0.972	0.81366308	0.01250055	CFTR
220353_at	0.972	0.81367386	-0.0251975	FAM86C1
211704_s_at	0.972	0.81367987	0.02112015	SPIN2B///SPIN2A
209661_at	0.972	0.81369752	0.03073982	KIFC3
1553078_at	0.972	0.8137048	0.02025251	OR5P3
1560259_at	0.972	0.81371119	-0.0706844	
236534_at	0.972	0.81373201	0.01424007	BNIPL///C1orf56
224595_at	0.972	0.81373621	0.06953217	SLC44A1
224896_s_at	0.972	0.81374062	0.05193767	TTL
209141_at	0.972	0.81374484	0.035945	UBE2G1
243347_at	0.972	0.81374838	0.01716943	
204931_at	0.972	0.81375539	-0.0247544	TCF21
1570273_at	0.972	0.81376331	-0.01919825	LOC101927907
213989_x_at	0.972	0.81380789	0.02710508	SETD4
240741_x_at	0.972	0.81386572	0.0138735	
220502_s_at	0.972	0.81387399	-0.01264417	SLC13A1
228756_at	0.972	0.81388136	0.01623381	SLC6A6
205675_at	0.972	0.8138922	0.02382458	MTTP
224539_s_at	0.972	0.81389406	-0.02439261	PCDHAC2
32088_at	0.972	0.81391501	-0.0221043	BLZF1
221126_at	0.972	0.81392375	-0.01213971	DKK3
237240_at	0.972	0.81392818	0.01289591	
217360_x_at	0.972	0.81397312	-0.02678954	IGHV4-31///IGHM///IGHG3///IGHG1///IGHA1
1568906_at	0.972	0.81401002	-0.01736708	LOC728196
1557810_at	0.972	0.81403297	-0.01806972	
1556253_s_at	0.972	0.81405517	-0.01356477	
208261_x_at	0.972	0.81411502	-0.01480781	IFNA10
219224_x_at	0.972	0.81412332	0.0198945	ZNF408
240511_at	0.972	0.81417411	-0.02830917	
1552584_at	0.972	0.81420271	0.02698025	IL12RB1
233360_at	0.972	0.81421831	-0.02097316	UBE2I
1556931_at	0.972	0.81424279	-0.0219685	CDC42-IT1
221416_at	0.972	0.81424742	-0.0199212	PLA2G2F
243799_x_at	0.972	0.81427674	0.05077642	ANGPTL3
231857_s_at	0.972	0.81427799	0.04312563	AGBL5
237105_at	0.972	0.81428477	-0.01751657	LOC101927027
237759_at	0.972	0.81428928	-0.01930408	CD48
1565671_a_at	0.972	0.81430086	-0.02699935	
231604_at	0.972	0.81430147	-0.02069006	
212281_s_at	0.972	0.81431439	-0.055278	TMEM97
235980_at	0.972	0.81432805	-0.02696243	PIK3CA
207139_at	0.972	0.81434783	-0.02026041	ATP4A
233228_at	0.972	0.81436986	-0.04694873	
240292_x_at	0.972	0.81438425	0.0128459	ANKS1B
206954_at	0.972	0.81438536	-0.02013387	WT1-AS
220053_at	0.972	0.81439228	0.01723998	GDF3
1553584_at	0.972	0.81442798	0.03126567	CXorf36
209942_x_at	0.972	0.81443476	-0.01932418	MAGEA6///MAGEA3
218401_s_at	0.972	0.81444537	0.07366931	ZNF281
203159_at	0.972	0.81445289	-0.02576122	GLS
217000_at	0.972	0.81446614	0.01933431	
214522_x_at	0.972	0.81448905	-0.02822654	HIST1H3D///HIST1H2AD
1555571_at	0.972	0.81452324	0.01284595	IMMP2L
1553764_a_at	0.972	0.81452597	0.0733058	AJUBA
