"X1XXXXXX11X11XX111X1X111XXXX1X11111X10000000000000000X000X00000"
ID	adj.P.Val	P.Value	t	B	logFC	Symbol
ILMN_3235979	4.60e-01	3.34e-01	-0.976701	-6.3941759	-0.06988344	CLNK
ILMN_1670033	4.60e-01	3.34e-01	-0.976364	-6.394501	-0.08512469	HIST1H4I
ILMN_1710906	4.60e-01	3.34e-01	0.976132	-6.3947257	0.1254126	RNF145
ILMN_3247170	4.60e-01	3.35e-01	0.975511	-6.3953263	0.05362426	SNORD32B
ILMN_3165668	4.60e-01	3.35e-01	-0.975454	-6.3953813	-0.05999155	ERCC-00078
ILMN_1669486	4.60e-01	3.35e-01	0.975438	-6.3953964	0.06752067	ADAM3A
ILMN_1691899	4.60e-01	3.35e-01	-0.975347	-6.3954844	-0.0711467	C6orf1
ILMN_3309594	4.60e-01	3.35e-01	-0.97529	-6.3955398	-0.05735649	MIR16-1
ILMN_1687873	4.61e-01	3.35e-01	0.975036	-6.3957849	0.22958295	KLC4
ILMN_1693183	4.61e-01	3.35e-01	-0.974978	-6.395841	-0.18910572	SORBS2
ILMN_1725260	4.61e-01	3.35e-01	-0.97473	-6.3960802	-0.15141186	CDC25C
ILMN_3310060	4.61e-01	3.35e-01	0.974674	-6.3961345	0.07022103	MIR541
ILMN_1796490	4.61e-01	3.35e-01	-0.974523	-6.3962794	-0.07710404	GRINA
ILMN_1809484	4.61e-01	3.35e-01	-0.974515	-6.3962875	-0.09019383	TMOD3
ILMN_1799466	4.61e-01	3.35e-01	-0.974362	-6.3964355	-0.11690567	MTX2
ILMN_2410113	4.61e-01	3.35e-01	-0.974241	-6.3965517	-0.15276615	ST7L
ILMN_1767103	4.61e-01	3.35e-01	-0.974125	-6.3966638	-0.05816856	C11orf63
ILMN_2166812	4.61e-01	3.35e-01	0.974081	-6.3967062	0.10422133	KIR2DS1
ILMN_1746265	4.61e-01	3.35e-01	0.973872	-6.3969078	0.11906924	SARM1
ILMN_1735278	4.61e-01	3.36e-01	0.973774	-6.3970023	0.25096334	OR13C3
ILMN_1657855	4.61e-01	3.36e-01	0.973689	-6.3970842	0.05648959	ACTL6B
ILMN_2398939	4.61e-01	3.36e-01	-0.973617	-6.3971536	-0.14985041	MBP
ILMN_2376142	4.61e-01	3.36e-01	0.973492	-6.3972743	0.05828046	UBE2W
ILMN_1706583	4.62e-01	3.36e-01	0.972755	-6.3979847	0.16562994	DLAT
ILMN_1783643	4.62e-01	3.36e-01	0.972467	-6.3982624	0.13546445	OR8K1
ILMN_2065299	4.62e-01	3.36e-01	0.972368	-6.3983575	0.22982575	EDEM3
ILMN_1716960	4.62e-01	3.36e-01	0.972352	-6.398373	0.51789308	RBMY1B
ILMN_1675325	4.62e-01	3.36e-01	-0.972254	-6.3984677	-0.06352974	ENPEP
ILMN_1677968	4.62e-01	3.36e-01	0.972183	-6.3985361	0.11016614	KIAA0649
ILMN_2298958	4.62e-01	3.37e-01	-0.971707	-6.3989943	-0.11198718	MRRF
ILMN_2088876	4.62e-01	3.37e-01	0.971668	-6.399031	0.06703738	MAGEC2
ILMN_1774480	4.62e-01	3.37e-01	0.971666	-6.3990333	0.09532664	EFCAB5
ILMN_1653665	4.62e-01	3.37e-01	0.971598	-6.3990992	0.11732958	TTN
ILMN_1668242	4.63e-01	3.37e-01	0.971384	-6.3993044	0.14960137	PHEX
ILMN_1690923	4.63e-01	3.37e-01	0.971347	-6.3993402	0.21993071	CAPN9
ILMN_2245676	4.63e-01	3.37e-01	-0.97112	-6.3995587	-0.14700833	BTF3
ILMN_2063254	4.63e-01	3.37e-01	0.97103	-6.3996449	0.54173748	TSPY2
ILMN_1740576	4.63e-01	3.37e-01	-0.970863	-6.3998061	-0.08090425	NOD3
ILMN_2049417	4.63e-01	3.37e-01	0.970718	-6.3999453	0.23989212	TMEM86B
ILMN_3242748	4.63e-01	3.37e-01	0.970561	-6.4000965	0.05390119	SNORA19
ILMN_2247703	4.63e-01	3.37e-01	0.970272	-6.400374	0.05584904	BRDT
ILMN_3246625	4.63e-01	3.37e-01	0.970095	-6.4005441	0.06706621	KIAA1045
ILMN_1694699	4.63e-01	3.37e-01	0.969997	-6.400638	0.0837768	HIST1H2AK
ILMN_3240781	4.63e-01	3.37e-01	-0.969951	-6.4006826	-0.14325937	SNORD17
ILMN_1658384	4.63e-01	3.37e-01	-0.969896	-6.4007355	-0.09843476	CRTAC1
ILMN_1721732	4.63e-01	3.37e-01	0.969834	-6.400795	0.12111547	GSDMC
ILMN_2128133	4.63e-01	3.37e-01	-0.969744	-6.4008815	-0.05184128	TTF1
ILMN_1810045	4.64e-01	3.38e-01	-0.969469	-6.4011456	-0.09426376	NLRP1
ILMN_1809483	4.64e-01	3.38e-01	0.968865	-6.4017255	0.21548336	HSD17B14
ILMN_1746837	4.64e-01	3.38e-01	-0.968844	-6.4017458	-0.0995267	UPP1
ILMN_2320853	4.64e-01	3.38e-01	0.968814	-6.4017744	0.03285268	UBE2D3
ILMN_2098119	4.64e-01	3.38e-01	-0.968738	-6.4018469	-0.17680496	SKIL
ILMN_1815796	4.64e-01	3.38e-01	0.96871	-6.4018736	0.04959117	NT5C1A
ILMN_1653711	4.64e-01	3.38e-01	-0.968705	-6.4018792	-0.07171015	FZD2
ILMN_1672526	4.64e-01	3.38e-01	0.968607	-6.4019729	0.14679083	LOC389834
ILMN_1801121	4.64e-01	3.38e-01	-0.968547	-6.4020304	-0.08226787	SENP2
ILMN_1672174	4.64e-01	3.38e-01	0.968509	-6.4020669	0.11653875	ECE1
ILMN_1796793	4.64e-01	3.38e-01	-0.96842	-6.4021523	-0.12348437	MGC2752
ILMN_1661490	4.64e-01	3.38e-01	-0.968322	-6.4022465	-0.15499116	PFDN6
ILMN_2205405	4.64e-01	3.38e-01	-0.96831	-6.4022577	-0.08126269	HLA-DPB2
ILMN_2361768	4.64e-01	3.38e-01	-0.968199	-6.4023645	-0.15468401	CHRNA1
ILMN_1690733	4.64e-01	3.38e-01	0.968019	-6.4025374	0.10579258	EGF
ILMN_1813517	4.64e-01	3.38e-01	-0.96798	-6.4025747	-0.06952932	DISP2
ILMN_1777263	4.64e-01	3.39e-01	-0.967699	-6.4028434	-0.21885222	MEOX2
ILMN_1753790	4.64e-01	3.39e-01	-0.967645	-6.4028956	-0.10958687	ZNF259
ILMN_3179371	4.64e-01	3.39e-01	-0.967553	-6.4029836	-0.057734	HNRNPK
ILMN_1744611	4.64e-01	3.39e-01	0.967503	-6.403032	0.24150642	WDSOF1
ILMN_1792744	4.65e-01	3.39e-01	0.96738	-6.4031494	0.17973297	SLC13A2
ILMN_2290808	4.65e-01	3.39e-01	-0.967376	-6.4031531	-0.05347448	RPL21
ILMN_1797594	4.65e-01	3.39e-01	0.967174	-6.4033469	0.0616164	NFAT5
ILMN_2228155	4.65e-01	3.39e-01	0.967123	-6.4033956	0.07304031	OR2T5
ILMN_2358457	4.65e-01	3.39e-01	0.966899	-6.4036108	0.26091314	ATF4
ILMN_1708101	4.65e-01	3.39e-01	-0.966848	-6.4036589	-0.12466555	LMNB2
ILMN_1711720	4.65e-01	3.39e-01	-0.966706	-6.4037953	-0.0541479	C12orf42
ILMN_3185784	4.65e-01	3.39e-01	0.966491	-6.4040008	0.07926858	LOC100125556
ILMN_1810559	4.65e-01	3.39e-01	0.966396	-6.4040917	0.06723347	RHOQ
ILMN_1773968	4.65e-01	3.39e-01	0.96639	-6.4040976	0.17757306	SERBP1
ILMN_1777765	4.65e-01	3.39e-01	-0.96634	-6.4041454	-0.04925441	C12orf10
ILMN_1741843	4.65e-01	3.39e-01	-0.966285	-6.4041986	-0.06037466	RD3
ILMN_1765208	4.65e-01	3.39e-01	-0.966182	-6.4042967	-0.09125041	GLUL
ILMN_2289576	4.65e-01	3.39e-01	-0.966047	-6.4044259	-0.2172252	VWA1
ILMN_1679967	4.65e-01	3.39e-01	0.965992	-6.4044784	0.07117938	NMS
ILMN_2241124	4.65e-01	3.39e-01	0.965896	-6.4045704	0.07053965	GPR110
ILMN_1666969	4.65e-01	3.39e-01	0.965769	-6.4046923	0.0612089	TEC
ILMN_2043060	4.65e-01	3.40e-01	0.96553	-6.4049208	0.1221686	PLCH1
ILMN_2317463	4.65e-01	3.40e-01	0.965514	-6.4049365	0.20427319	INTS1
ILMN_3242412	4.65e-01	3.40e-01	0.965382	-6.4050623	0.08904705	CALHM1
ILMN_1785202	4.65e-01	3.40e-01	0.96532	-6.4051213	0.1043311	STAT4
ILMN_2193325	4.66e-01	3.40e-01	-0.965242	-6.4051962	-0.05901425	MMP23B
ILMN_1652486	4.66e-01	3.40e-01	-0.965144	-6.40529	-0.13977381	THAP7
ILMN_3235143	4.66e-01	3.40e-01	0.965038	-6.4053911	0.07887981	LOC731779
ILMN_2313378	4.66e-01	3.40e-01	0.965	-6.4054279	0.08702858	SPAG6
ILMN_3308088	4.66e-01	3.40e-01	0.964718	-6.4056972	0.2330305	OR6P1
ILMN_2133360	4.66e-01	3.40e-01	0.964524	-6.4058829	0.03212272	LOC91561
ILMN_1730797	4.66e-01	3.40e-01	-0.964454	-6.4059497	-0.07777423	RUNX1
ILMN_2343310	4.66e-01	3.40e-01	-0.964424	-6.4059782	-0.12133448	DYNC2H1
ILMN_1726420	4.66e-01	3.40e-01	0.964398	-6.4060033	0.05515446	BSND
ILMN_1806849	4.66e-01	3.40e-01	0.964368	-6.4060317	0.05257173	PMCHL2
ILMN_2313434	4.66e-01	3.40e-01	-0.964259	-6.4061356	-0.13582445	TCP1
ILMN_1740586	4.66e-01	3.40e-01	0.964229	-6.4061645	0.17927491	PLA2G2A
ILMN_2256765	4.66e-01	3.40e-01	-0.964023	-6.4063617	-0.15407709	CDC16
ILMN_1693559	4.66e-01	3.40e-01	-0.963893	-6.4064855	-0.10113946	DOT1L
ILMN_1728724	4.66e-01	3.41e-01	0.963556	-6.4068075	0.12928838	IL17RA
ILMN_1696933	4.67e-01	3.41e-01	-0.963242	-6.4071074	-0.07817239	NLRP3
ILMN_1744647	4.67e-01	3.41e-01	-0.963163	-6.4071829	-0.11656999	CAND1
ILMN_2224619	4.67e-01	3.41e-01	-0.963142	-6.4072023	-0.05856274	GNRHR2
ILMN_1686370	4.67e-01	3.41e-01	-0.963075	-6.407266	-0.13145272	AGXT2L2
ILMN_1712849	4.67e-01	3.41e-01	-0.96293	-6.4074051	-0.11319884	RNASE7
ILMN_3308926	4.67e-01	3.41e-01	0.962927	-6.4074077	0.04243411	MIR454
ILMN_1774358	4.67e-01	3.41e-01	0.962822	-6.4075074	0.08805432	LRDD
ILMN_2317581	4.67e-01	3.41e-01	0.962819	-6.4075106	0.08586507	SHANK3
ILMN_3239945	4.67e-01	3.41e-01	0.962679	-6.4076446	0.14568768	TTTY3B
ILMN_1770768	4.67e-01	3.41e-01	0.96253	-6.4077867	0.17676842	SLAMF1
ILMN_1804163	4.67e-01	3.41e-01	-0.962257	-6.4080465	-0.0816977	LOC653686
ILMN_1685431	4.67e-01	3.41e-01	-0.962243	-6.4080597	-0.15462945	DZIP1
ILMN_1782513	4.67e-01	3.41e-01	-0.962172	-6.4081274	-0.10032549	RG9MTD3
ILMN_2340217	4.67e-01	3.41e-01	-0.962054	-6.4082399	-0.17874935	PTPRC
ILMN_1683682	4.67e-01	3.41e-01	0.961917	-6.4083706	0.12462111	DAGLA
ILMN_1726250	4.67e-01	3.41e-01	-0.961778	-6.4085034	-0.07441678	CPAMD8
ILMN_1675461	4.67e-01	3.41e-01	0.961768	-6.4085125	0.10066013	NFATC2
ILMN_2161832	4.67e-01	3.41e-01	0.961667	-6.4086088	0.17527256	VPS37A
ILMN_1679577	4.67e-01	3.42e-01	-0.961607	-6.4086658	-0.21922021	SETD3
ILMN_1745820	4.67e-01	3.42e-01	-0.961531	-6.4087388	-0.16934076	RASSF6
ILMN_1764120	4.67e-01	3.42e-01	-0.961289	-6.4089694	-0.06206404	IGF2AS
ILMN_1748529	4.68e-01	3.42e-01	-0.961133	-6.4091179	-0.12952297	RLN2
ILMN_2148298	4.68e-01	3.42e-01	0.961035	-6.4092108	0.09306745	ZNF749
ILMN_1707810	4.68e-01	3.42e-01	0.961028	-6.4092174	0.07854592	RPS5
ILMN_1750664	4.68e-01	3.42e-01	-0.961025	-6.4092203	-0.11154794	PPT2
ILMN_1716370	4.68e-01	3.42e-01	0.960973	-6.4092698	0.05465828	TNS4
ILMN_1772316	4.68e-01	3.42e-01	-0.960661	-6.4095677	-0.06730837	UNC84A
ILMN_1812841	4.68e-01	3.42e-01	0.96057	-6.4096539	0.07330203	C8orf34
ILMN_1729749	4.68e-01	3.42e-01	0.960478	-6.4097417	0.11432207	HERC5
ILMN_1652825	4.68e-01	3.42e-01	-0.960292	-6.4099185	-0.10169027	IL10RA
ILMN_2141030	4.68e-01	3.42e-01	-0.960219	-6.4099883	-0.09286642	LOC641522
ILMN_1695631	4.68e-01	3.42e-01	0.960141	-6.4100624	0.06887217	CHP2
ILMN_1691584	4.68e-01	3.42e-01	-0.96013	-6.4100723	-0.11548039	F8
ILMN_1668865	4.68e-01	3.42e-01	0.960102	-6.4100989	0.2533351	SLC2A14
ILMN_1762897	4.68e-01	3.42e-01	-0.959655	-6.4105242	-0.05311211	GPR113
ILMN_1696830	4.68e-01	3.43e-01	-0.959468	-6.4107025	-0.05490646	AMPD2
ILMN_3239643	4.68e-01	3.43e-01	0.959467	-6.4107034	0.05528302	LOC389332
ILMN_3251691	4.68e-01	3.43e-01	-0.959415	-6.4107528	-0.16574724	POLR3G
ILMN_2297526	4.68e-01	3.43e-01	-0.959413	-6.4107546	-0.17731076	HYDIN
ILMN_1718771	4.68e-01	3.43e-01	-0.959388	-6.4107782	-0.068385	CCDC24
ILMN_2242998	4.68e-01	3.43e-01	-0.95925	-6.4109094	-0.18188291	ZNF682
ILMN_2124433	4.68e-01	3.43e-01	0.959137	-6.4110174	0.22408835	SAGE1
ILMN_2117736	4.69e-01	3.43e-01	0.958953	-6.411192	0.17684888	MGAT4C
ILMN_1754163	4.69e-01	3.43e-01	-0.958584	-6.4115423	-0.05602184	DDX53
ILMN_3246037	4.69e-01	3.43e-01	0.958238	-6.4118713	0.15576823	ASPG
ILMN_2327775	4.69e-01	3.43e-01	-0.95815	-6.4119545	-0.0852151	TRIM23
ILMN_1653125	4.69e-01	3.43e-01	-0.958071	-6.4120299	-0.15993229	PER1
ILMN_1740623	4.69e-01	3.43e-01	0.957929	-6.4121649	0.093358	PCDH8
ILMN_2388461	4.69e-01	3.43e-01	-0.957922	-6.4121707	-0.05516295	PCDHA7
ILMN_1813264	4.69e-01	3.43e-01	0.957881	-6.41221	0.09406559	ZMAT1
ILMN_1727466	4.69e-01	3.43e-01	0.957839	-6.4122503	0.12605693	KCNMB4
ILMN_1806242	4.69e-01	3.44e-01	-0.957581	-6.4124946	-0.08346873	PSD
ILMN_1730101	4.69e-01	3.44e-01	-0.957501	-6.4125703	-0.1563271	GSPT2
ILMN_2410428	4.69e-01	3.44e-01	-0.957318	-6.412744	-0.07791322	PARG
ILMN_1670954	4.69e-01	3.44e-01	0.957267	-6.4127931	0.25168866	KCNA1
ILMN_1804502	4.69e-01	3.44e-01	0.957227	-6.4128309	0.06558941	SERTAD3
ILMN_3239343	4.70e-01	3.44e-01	0.957031	-6.4130167	0.16630141	STAG3L3
ILMN_1814971	4.70e-01	3.44e-01	-0.956974	-6.4130708	-0.04844609	TCF25
ILMN_2195914	4.70e-01	3.44e-01	-0.956957	-6.413087	-0.05663058	GGH
ILMN_2178226	4.70e-01	3.44e-01	0.956951	-6.4130924	0.0923663	KRT86
ILMN_1728626	4.70e-01	3.44e-01	-0.956873	-6.4131667	-0.09857597	WDR5
ILMN_2183389	4.70e-01	3.44e-01	-0.956853	-6.4131855	-0.14958045	TTC9C
ILMN_2214713	4.70e-01	3.44e-01	0.95671	-6.4133214	0.14691773	C4orf36
ILMN_1815649	4.70e-01	3.44e-01	0.956471	-6.413548	0.0559044	POU5F2
ILMN_1710735	4.70e-01	3.44e-01	0.95628	-6.4137289	0.08399205	ZNF451
ILMN_1801349	4.70e-01	3.44e-01	0.956267	-6.4137411	0.10988007	TAS2R14
ILMN_1773312	4.70e-01	3.44e-01	-0.955983	-6.4140102	-0.16079812	INADL
ILMN_1792353	4.70e-01	3.44e-01	-0.9559	-6.4140884	-0.20047762	PHC3
ILMN_1811736	4.70e-01	3.44e-01	-0.955782	-6.414201	-0.04837493	ENTHD1
ILMN_1695961	4.70e-01	3.45e-01	-0.955633	-6.414342	-0.06785041	CLK3
ILMN_1719627	4.70e-01	3.45e-01	0.955624	-6.4143505	0.11484948	SLC27A3
ILMN_1796925	4.70e-01	3.45e-01	-0.955619	-6.4143546	-0.07780359	CXADR
ILMN_1765500	4.70e-01	3.45e-01	0.955558	-6.4144129	0.09101346	NDUFV3
ILMN_2210199	4.70e-01	3.45e-01	-0.955539	-6.4144307	-0.47470422	NLGN4Y
ILMN_1734288	4.70e-01	3.45e-01	-0.955532	-6.4144372	-0.13549193	DUSP18
ILMN_1686405	4.70e-01	3.45e-01	-0.955471	-6.4144954	-0.19504653	KDR
ILMN_1793101	4.70e-01	3.45e-01	-0.95547	-6.4144964	-0.04396421	PAX4
ILMN_3244963	4.70e-01	3.45e-01	-0.955447	-6.4145182	-0.14562277	WDR42A
ILMN_2175114	4.70e-01	3.45e-01	0.955426	-6.4145376	0.2157122	KCNS3
ILMN_1662914	4.70e-01	3.45e-01	-0.955368	-6.4145923	-0.14931488	CTAGE5
ILMN_3308768	4.70e-01	3.45e-01	0.954956	-6.4149831	0.10100959	MIR302B
ILMN_1758266	4.70e-01	3.45e-01	-0.954937	-6.4150011	-0.07209825	PRLH
ILMN_3223471	4.71e-01	3.45e-01	-0.954734	-6.4151925	-0.07053555	PLXNA4
ILMN_1727107	4.71e-01	3.45e-01	-0.954645	-6.4152766	-0.05931069	REST
ILMN_1733366	4.71e-01	3.45e-01	0.954493	-6.4154207	0.04689221	MAST1
ILMN_1718420	4.71e-01	3.45e-01	0.954389	-6.4155195	0.08426459	LCE1D
ILMN_3235907	4.71e-01	3.45e-01	0.954201	-6.4156969	0.10898002	LOC442459
ILMN_1797393	4.71e-01	3.45e-01	0.953702	-6.4161693	0.08971513	OR10Z1
ILMN_1801766	4.71e-01	3.45e-01	-0.953659	-6.4162097	-0.12949535	CCDC109B
ILMN_1685774	4.71e-01	3.46e-01	0.953619	-6.4162474	0.06682018	LOC647340
ILMN_1688639	4.71e-01	3.46e-01	-0.953491	-6.4163682	-0.09700203	FBXL2
ILMN_1731783	4.71e-01	3.46e-01	0.9534	-6.4164545	0.13694276	ATP1A1
ILMN_1732538	4.71e-01	3.46e-01	0.95339	-6.4164639	0.26379546	LBP
ILMN_2218104	4.71e-01	3.46e-01	0.953367	-6.4164854	0.05084604	PAH
ILMN_1813846	4.71e-01	3.46e-01	-0.953271	-6.4165766	-0.12876407	P2RX4
ILMN_2158902	4.71e-01	3.46e-01	0.95326	-6.4165869	0.12504831	PXDNL
ILMN_2403534	4.71e-01	3.46e-01	0.9532	-6.4166437	0.065102	ALOX15
ILMN_2191331	4.71e-01	3.46e-01	0.953175	-6.4166667	0.23345868	RPS4Y2
ILMN_1757134	4.71e-01	3.46e-01	0.953171	-6.4166709	0.17141289	MPV17L2
ILMN_1670920	4.71e-01	3.46e-01	0.953098	-6.4167398	0.08291057	FBXL18
ILMN_2132100	4.71e-01	3.46e-01	0.953079	-6.4167575	0.04646917	SPANXE
ILMN_2397841	4.71e-01	3.46e-01	0.953069	-6.4167669	0.0446231	SNCB
ILMN_1724677	4.71e-01	3.46e-01	0.952898	-6.4169285	0.17972123	OR5B21
ILMN_1765574	4.71e-01	3.46e-01	0.952716	-6.4171003	0.09813043	TFAP2A
ILMN_3164902	4.72e-01	3.46e-01	-0.952582	-6.4172274	-0.05757539	ERCC-00016
ILMN_1805998	4.72e-01	3.46e-01	-0.95255	-6.4172578	-0.13534304	C18orf21
ILMN_1676660	4.72e-01	3.46e-01	-0.95206	-6.4177203	-0.09928097	DNHL1
ILMN_2085760	4.72e-01	3.46e-01	-0.951874	-6.4178955	-0.17256248	ARPC1B
ILMN_1663486	4.72e-01	3.46e-01	-0.951778	-6.417986	-0.14323974	TLK2
ILMN_2383107	4.72e-01	3.46e-01	-0.951687	-6.4180724	-0.17059792	VPS41
ILMN_1762634	4.72e-01	3.47e-01	0.950992	-6.4187269	0.09347124	OR10K1
ILMN_1700349	4.72e-01	3.47e-01	0.950983	-6.4187357	0.16300935	ADCK4
ILMN_1785286	4.73e-01	3.47e-01	-0.950847	-6.4188641	-0.10670635	SOCS5
ILMN_1781225	4.73e-01	3.47e-01	-0.95076	-6.4189461	-0.08341536	FLJ35801
ILMN_1732140	4.73e-01	3.47e-01	0.950735	-6.4189701	0.1631501	ABCC11
ILMN_1735260	4.73e-01	3.47e-01	-0.95063	-6.4190687	-0.08516213	MASP2
ILMN_1765091	4.73e-01	3.47e-01	-0.950581	-6.4191146	-0.06864786	ANKHD1
ILMN_3237488	4.73e-01	3.47e-01	0.950539	-6.4191545	0.13895128	AKR1C2
ILMN_1706413	4.73e-01	3.47e-01	-0.950031	-6.4196328	-0.0980196	C1orf66
ILMN_1688580	4.73e-01	3.47e-01	0.949989	-6.4196725	0.18297548	CAMP
ILMN_1651501	4.73e-01	3.47e-01	-0.949949	-6.4197103	-0.08947975	ABCD4
ILMN_2297662	4.73e-01	3.47e-01	0.949776	-6.4198727	0.15603449	LOC222967
ILMN_1793615	4.73e-01	3.48e-01	0.949521	-6.4201136	0.11591768	ME3
ILMN_2092232	4.73e-01	3.48e-01	0.949462	-6.420169	0.1563975	TSR1
ILMN_1815719	4.73e-01	3.48e-01	-0.949357	-6.4202678	-0.08396229	PLCG2
ILMN_2345353	4.73e-01	3.48e-01	-0.949282	-6.4203385	-0.13140431	LST1
ILMN_1670923	4.73e-01	3.48e-01	0.949087	-6.4205219	0.08407011	FAM166A
ILMN_1730332	4.74e-01	3.48e-01	-0.948818	-6.4207751	-0.09702126	CASP7
ILMN_2100055	4.74e-01	3.48e-01	-0.94877	-6.4208197	-0.04447961	AGBL1
ILMN_1739133	4.74e-01	3.48e-01	-0.948711	-6.4208751	-0.14148399	C8orf45
ILMN_1669174	4.74e-01	3.48e-01	0.948514	-6.4210609	0.09523629	IL4
ILMN_1655664	4.74e-01	3.48e-01	-0.94843	-6.4211397	-0.14412587	DGKD
ILMN_1785005	4.74e-01	3.48e-01	0.948398	-6.42117	0.11143547	NCF4
ILMN_1769144	4.74e-01	3.48e-01	0.948312	-6.4212507	0.26335327	YIPF7
ILMN_1663068	4.74e-01	3.48e-01	0.948257	-6.4213022	0.11485358	MGC33556
ILMN_1794914	4.74e-01	3.48e-01	0.948161	-6.4213929	0.1455505	UBTD1
ILMN_1709815	4.74e-01	3.48e-01	-0.947933	-6.421607	-0.06886806	PURG
ILMN_2196609	4.74e-01	3.48e-01	0.947796	-6.4217352	0.06889285	OR5K3
ILMN_3248296	4.74e-01	3.48e-01	-0.94767	-6.4218538	-0.05551639	LOC389705
ILMN_2306661	4.74e-01	3.49e-01	0.947372	-6.4221342	0.16293527	UNC13C
ILMN_1670782	4.74e-01	3.49e-01	0.947368	-6.4221378	0.05656147	POU3F1
ILMN_1789492	4.74e-01	3.49e-01	-0.94731	-6.4221921	-0.07446888	ZDHHC8
ILMN_1686151	4.74e-01	3.49e-01	0.947195	-6.4223001	0.06823385	CRSP2
ILMN_2337241	4.74e-01	3.49e-01	-0.947192	-6.4223028	-0.03787155	RPS15A
ILMN_1753377	4.74e-01	3.49e-01	-0.947142	-6.4223502	-0.13793625	RASGRF2
ILMN_1731862	4.74e-01	3.49e-01	0.94714	-6.4223522	0.14897957	ITIH5
ILMN_2282959	4.74e-01	3.49e-01	-0.946949	-6.4225309	-0.08272934	DNA2
ILMN_1742618	4.75e-01	3.49e-01	-0.946857	-6.4226181	-0.08799304	XAF1
ILMN_2367384	4.75e-01	3.49e-01	-0.946404	-6.4230428	-0.05675396	EPHB2
ILMN_1779264	4.75e-01	3.49e-01	-0.946281	-6.4231578	-0.08167062	PSMG1
ILMN_1786335	4.75e-01	3.49e-01	-0.946214	-6.4232208	-0.04788761	DUOX2
ILMN_1671913	4.75e-01	3.49e-01	-0.946201	-6.4232329	-0.09797977	TRMT2A
ILMN_1779670	4.75e-01	3.49e-01	-0.946192	-6.4232416	-0.19779782	A1CF
ILMN_1691916	4.75e-01	3.49e-01	-0.946176	-6.4232572	-0.09080089	KIAA1919
ILMN_1778077	4.75e-01	3.49e-01	0.945993	-6.4234289	0.03975089	NOX1
ILMN_2088847	4.75e-01	3.49e-01	-0.945888	-6.423527	-0.13198111	OTUD5
ILMN_1679971	4.75e-01	3.49e-01	0.945799	-6.4236107	0.10123256	CCDC123
ILMN_1784493	4.76e-01	3.50e-01	-0.945111	-6.4242554	-0.1345599	LOC401286
ILMN_1799471	4.76e-01	3.50e-01	-0.944713	-6.4246279	-0.05629207	FBLIM1
ILMN_1722135	4.76e-01	3.50e-01	0.944583	-6.4247502	0.06643747	CNGA3
ILMN_2206953	4.76e-01	3.50e-01	-0.944455	-6.4248697	-0.07462154	PLCL1
ILMN_1775408	4.76e-01	3.50e-01	0.944287	-6.425027	0.09879506	SPACA3
ILMN_1676283	4.76e-01	3.50e-01	-0.944203	-6.4251059	-0.12278044	RIMBP2
ILMN_1660721	4.76e-01	3.50e-01	0.943925	-6.4253667	0.23486458	STX1B
ILMN_1665164	4.76e-01	3.50e-01	-0.943805	-6.4254789	-0.16136544	CTR9
ILMN_2143011	4.76e-01	3.51e-01	0.943636	-6.4256366	0.14992114	DLEU2L
ILMN_1706302	4.76e-01	3.51e-01	-0.943616	-6.425655	-0.06474423	ADAM22
ILMN_1663024	4.76e-01	3.51e-01	-0.943534	-6.4257326	-0.04146853	SNTN
ILMN_1768919	4.76e-01	3.51e-01	0.943449	-6.4258116	0.14428997	FLJ35880
ILMN_1733042	4.77e-01	3.51e-01	0.943269	-6.4259799	0.14442481	BCAS1
ILMN_3309049	4.77e-01	3.51e-01	0.943151	-6.4260909	0.1516765	CTXN2
ILMN_1728512	4.77e-01	3.51e-01	0.943096	-6.4261417	0.0429592	YWHAH
ILMN_2207720	4.77e-01	3.51e-01	-0.943027	-6.4262069	-0.25927174	ITM2B
ILMN_2399174	4.77e-01	3.51e-01	0.942938	-6.4262895	0.12596935	TRAK1
ILMN_2376258	4.77e-01	3.51e-01	-0.942725	-6.4264887	-0.05590494	SMARCA1
ILMN_1805902	4.77e-01	3.51e-01	-0.942583	-6.426622	-0.10153941	ELA1
ILMN_1714848	4.77e-01	3.51e-01	-0.942429	-6.426766	-0.08345374	ZNF354A
ILMN_2062832	4.77e-01	3.51e-01	0.942361	-6.4268289	0.24937979	TRHR
ILMN_3247728	4.77e-01	3.51e-01	0.942304	-6.4268824	0.06024252	RNF115
ILMN_2405297	4.77e-01	3.51e-01	0.942018	-6.42715	0.12397084	NOTCH2
ILMN_2327276	4.77e-01	3.51e-01	0.941816	-6.4273388	0.04544653	STAU1
ILMN_1798076	4.77e-01	3.51e-01	0.941768	-6.4273832	0.05752895	HOXD3
ILMN_3165686	4.77e-01	3.52e-01	-0.941585	-6.4275539	-0.06299309	ERCC-00079
ILMN_1677859	4.77e-01	3.52e-01	-0.941499	-6.4276341	-0.06789987	CCDC105
ILMN_2166865	4.77e-01	3.52e-01	-0.941499	-6.4276348	-0.04980094	ENY2
ILMN_1735439	4.77e-01	3.52e-01	0.941485	-6.427647	0.09655011	FTHL17
ILMN_1780485	4.77e-01	3.52e-01	0.941438	-6.4276915	0.05942723	ACHE
ILMN_2367157	4.77e-01	3.52e-01	-0.941381	-6.4277445	-0.07177251	CHRFAM7A
